investor_id,name,pan,email,mobile,state,city,dob,kyc_status,risk_profile,registration_date
INV00384,Investor 384,ABCDE0384F,investor384@email.com,9257283969,Tamil Nadu,City_34,1972-05-13,KYC_VERIFIED,Moderate,2022-11-19
INV00385,Investor 385,ABCDE0385F,investor385@email.com,9512615835,Rajasthan,City_35,1981-06-23,KYC_VERIFIED,Conservative,2019-05-18
INV00386,Investor 386,ABCDE0386F,investor386@email.com,9169327096,West Bengal,City_36,1960-07-25,KYC_VERIFIED,Moderate,2021-07-29
INV00387,Investor 387,ABCDE0387F,investor387@email.com,9302400230,Maharashtra,City_37,1981-10-15,KYC_PENDING,Moderate,2019-11-30
INV00388,Investor 388,ABCDE0388F,investor388@email.com,9755152523,UP,City_38,1989-12-16,KYC_VERIFIED,Aggressive,2018-08-23
INV00389,Investor 389,ABCDE0389F,investor389@email.com,9328801601,Rajasthan,City_39,1971-11-13,KYC_PENDING,Aggressive,2018-07-16
INV00390,Investor 390,ABCDE0390F,investor390@email.com,9171996004,West Bengal,City_40,1979-12-12,KYC_PENDING,Aggressive,2018-06-25
INV00391,Investor 391,ABCDE0391F,investor391@email.com,9239784280,Maharashtra,City_41,1995-10-12,KYC_VERIFIED,Moderate,2019-09-20
INV00392,Investor 392,ABCDE0392F,investor392@email.com,9416062348,Rajasthan,City_42,1973-03-24,KYC_VERIFIED,Moderate,2019-06-24
INV00393,Investor 393,ABCDE0393F,investor393@email.com,9327875366,UP,City_43,1963-01-16,KYC_VERIFIED,Moderate,2020-04-11
INV00394,Investor 394,ABCDE0394F,investor394@email.com,9709243827,Delhi,City_44,1987-07-17,KYC_VERIFIED,Aggressive,2020-06-06
INV00395,Investor 395,ABCDE0395F,investor395@email.com,9422500455,Maharashtra,City_45,1994-11-13,KYC_VERIFIED,Aggressive,2020-08-03
INV00396,Investor 396,ABCDE0396F,investor396@email.com,9274913532,Maharashtra,City_46,1974-02-04,KYC_VERIFIED,Conservative,2022-04-03
INV00397,Investor 397,ABCDE0397F,investor397@email.com,9695974785,Rajasthan,City_47,1973-11-24,KYC_VERIFIED,Conservative,2021-09-18
INV00398,Investor 398,ABCDE0398F,investor398@email.com,9356277559,Gujarat,City_48,1963-01-17,KYC_VERIFIED,Conservative,2022-09-14
INV00399,Investor 399,ABCDE0399F,investor399@email.com,9702350573,Karnataka,City_49,1988-08-24,KYC_VERIFIED,Conservative,2018-01-23
INV00400,Investor 400,ABCDE0400F,investor400@email.com,9214338218,Rajasthan,City_0,1989-02-12,KYC_VERIFIED,Moderate,2020-02-23
INV00401,Investor 401,ABCDE0401F,investor401@email.com,9513173397,West Bengal,City_1,1966-07-30,KYC_VERIFIED,Moderate,2019-10-02
INV00402,Investor 402,ABCDE0402F,investor402@email.com,9957650195,Maharashtra,City_2,1998-06-01,KYC_VERIFIED,Moderate,2021-01-12
INV00403,Investor 403,ABCDE0403F,investor403@email.com,9100007118,Rajasthan,City_3,1973-05-11,KYC_PENDING,Moderate,2018-11-26
INV00404,Investor 404,ABCDE0404F,investor404@email.com,9482443574,UP,City_4,1967-01-25,KYC_VERIFIED,Conservative,2021-08-05
INV00405,Investor 405,ABCDE0405F,investor405@email.com,9235377174,Karnataka,City_5,1963-01-14,KYC_VERIFIED,Moderate,2019-01-12
INV00406,Investor 406,ABCDE0406F,investor406@email.com,9505815120,Gujarat,City_6,1993-10-29,KYC_VERIFIED,Moderate,2019-01-17
INV00407,Investor 407,ABCDE0407F,investor407@email.com,9168317017,Rajasthan,City_7,1974-06-26,KYC_VERIFIED,Aggressive,2021-05-03
INV00408,Investor 408,ABCDE0408F,investor408@email.com,9551594881,Gujarat,City_8,1996-06-30,KYC_VERIFIED,Moderate,2018-06-22
INV00409,Investor 409,ABCDE0409F,investor409@email.com,9451613736,Delhi,City_9,1978-02-10,KYC_VERIFIED,Moderate,2019-05-06
INV00410,Investor 410,ABCDE0410F,investor410@email.com,9369808397,Rajasthan,City_10,1995-11-15,KYC_PENDING,Aggressive,2021-10-11
INV00411,Investor 411,ABCDE0411F,investor411@email.com,9868151242,Maharashtra,City_11,1973-10-04,KYC_VERIFIED,Moderate,2018-05-09
INV00412,Investor 412,ABCDE0412F,investor412@email.com,9652403854,Karnataka,City_12,1999-09-05,KYC_PENDING,Moderate,2020-12-05
INV00413,Investor 413,ABCDE0413F,investor413@email.com,9998336925,UP,City_13,1963-08-25,KYC_VERIFIED,Conservative,2021-05-23
INV00414,Investor 414,ABCDE0414F,investor414@email.com,9521739620,Delhi,City_14,1981-09-05,KYC_VERIFIED,Aggressive,2022-01-19
INV00415,Investor 415,ABCDE0415F,investor415@email.com,9324285893,UP,City_15,1966-09-03,KYC_VERIFIED,Conservative,2022-06-25
INV00416,Investor 416,ABCDE0416F,investor416@email.com,9475205288,Karnataka,City_16,1969-03-18,KYC_VERIFIED,Conservative,2022-02-20
INV00417,Investor 417,ABCDE0417F,investor417@email.com,9902194482,West Bengal,City_17,1970-04-05,KYC_VERIFIED,Moderate,2021-11-18
INV00418,Investor 418,ABCDE0418F,investor418@email.com,9297003342,Gujarat,City_18,1970-12-15,KYC_VERIFIED,Aggressive,2021-11-11
INV00419,Investor 419,ABCDE0419F,investor419@email.com,9361661193,Tamil Nadu,City_19,1977-11-14,KYC_PENDING,Conservative,2018-07-23
INV00420,Investor 420,ABCDE0420F,investor420@email.com,9687333632,Tamil Nadu,City_20,1979-06-28,KYC_PENDING,Moderate,2021-01-28
INV00421,Investor 421,ABCDE0421F,investor421@email.com,9895355213,Tamil Nadu,City_21,1983-10-17,KYC_VERIFIED,Conservative,2022-06-28
INV00422,Investor 422,ABCDE0422F,investor422@email.com,9538945471,West Bengal,City_22,1983-01-10,KYC_VERIFIED,Aggressive,2018-11-30
INV00423,Investor 423,ABCDE0423F,investor423@email.com,9885983131,Delhi,City_23,1963-01-11,KYC_VERIFIED,Conservative,2020-10-24
INV00424,Investor 424,ABCDE0424F,investor424@email.com,9516320259,Maharashtra,City_24,1961-11-05,KYC_PENDING,Conservative,2022-07-28
INV00425,Investor 425,ABCDE0425F,investor425@email.com,9183910634,UP,City_25,1988-06-22,KYC_VERIFIED,Aggressive,2021-10-19
INV00426,Investor 426,ABCDE0426F,investor426@email.com,9960992580,UP,City_26,1966-02-19,KYC_VERIFIED,Moderate,2020-12-21
INV00427,Investor 427,ABCDE0427F,investor427@email.com,9737467859,Karnataka,City_27,1998-11-06,KYC_VERIFIED,Aggressive,2021-12-16
INV00428,Investor 428,ABCDE0428F,investor428@email.com,9842874109,Delhi,City_28,1985-01-31,KYC_PENDING,Moderate,2020-10-22
INV00429,Investor 429,ABCDE0429F,investor429@email.com,9865016730,Gujarat,City_29,1998-04-26,KYC_VERIFIED,Moderate,2019-01-08
INV00430,Investor 430,ABCDE0430F,investor430@email.com,9499962663,Maharashtra,City_30,1992-12-14,KYC_VERIFIED,Conservative,2018-09-13
INV00431,Investor 431,ABCDE0431F,investor431@email.com,9448037273,West Bengal,City_31,1985-02-19,KYC_VERIFIED,Moderate,2020-09-05
INV00432,Investor 432,ABCDE0432F,investor432@email.com,9208554569,Maharashtra,City_32,1979-03-12,KYC_PENDING,Conservative,2020-12-02
INV00433,Investor 433,ABCDE0433F,investor433@email.com,9655366241,Delhi,City_33,1996-08-26,KYC_VERIFIED,Moderate,2021-03-11
INV00434,Investor 434,ABCDE0434F,investor434@email.com,9749430337,Maharashtra,City_34,1962-04-01,KYC_VERIFIED,Aggressive,2019-12-08
INV00435,Investor 435,ABCDE0435F,investor435@email.com,9369525119,West Bengal,City_35,1974-08-19,KYC_PENDING,Moderate,2022-03-12
INV00436,Investor 436,ABCDE0436F,investor436@email.com,9314687560,Delhi,City_36,1994-08-10,KYC_VERIFIED,Conservative,2019-10-30
INV00437,Investor 437,ABCDE0437F,investor437@email.com,9551933471,Karnataka,City_37,1968-03-05,KYC_VERIFIED,Aggressive,2021-01-27
INV00438,Investor 438,ABCDE0438F,investor438@email.com,9300205824,Rajasthan,City_38,1993-04-26,KYC_PENDING,Conservative,2021-11-15
INV00439,Investor 439,ABCDE0439F,investor439@email.com,9440536539,Rajasthan,City_39,1962-05-09,KYC_VERIFIED,Moderate,2018-04-02
INV00440,Investor 440,ABCDE0440F,investor440@email.com,9503760487,Maharashtra,City_40,1979-03-21,KYC_VERIFIED,Aggressive,2020-03-02
INV00441,Investor 441,ABCDE0441F,investor441@email.com,9280729611,Rajasthan,City_41,1962-04-27,KYC_VERIFIED,Conservative,2022-11-30
INV00442,Investor 442,ABCDE0442F,investor442@email.com,9510374589,Delhi,City_42,1993-05-26,KYC_VERIFIED,Aggressive,2019-02-28
INV00443,Investor 443,ABCDE0443F,investor443@email.com,9306496935,Tamil Nadu,City_43,1981-06-29,KYC_VERIFIED,Moderate,2019-01-08
INV00444,Investor 444,ABCDE0444F,investor444@email.com,9752367459,Maharashtra,City_44,1997-04-16,KYC_VERIFIED,Conservative,2021-11-16
INV00445,Investor 445,ABCDE0445F,investor445@email.com,9629526512,Rajasthan,City_45,1971-06-04,KYC_VERIFIED,Aggressive,2021-09-01
INV00446,Investor 446,ABCDE0446F,investor446@email.com,9439424463,Tamil Nadu,City_46,1971-06-09,KYC_VERIFIED,Aggressive,2018-02-23
INV00447,Investor 447,ABCDE0447F,investor447@email.com,9910901830,UP,City_47,1984-05-16,KYC_VERIFIED,Conservative,2022-01-13
INV00448,Investor 448,ABCDE0448F,investor448@email.com,9150310058,West Bengal,City_48,1985-08-06,KYC_VERIFIED,Conservative,2022-11-13
INV00449,Investor 449,ABCDE0449F,investor449@email.com,9510155371,Delhi,City_49,1969-11-08,KYC_VERIFIED,Moderate,2019-11-19
INV00450,Investor 450,ABCDE0450F,investor450@email.com,9779027694,Rajasthan,City_0,1972-02-20,KYC_VERIFIED,Moderate,2019-01-05
INV00451,Investor 451,ABCDE0451F,investor451@email.com,9859969610,West Bengal,City_1,1968-02-27,KYC_VERIFIED,Moderate,2018-07-29
INV00452,Investor 452,ABCDE0452F,investor452@email.com,9724524153,Rajasthan,City_2,1997-12-21,KYC_VERIFIED,Moderate,2020-09-30
INV00453,Investor 453,ABCDE0453F,investor453@email.com,9561169774,Karnataka,City_3,1982-02-19,KYC_VERIFIED,Moderate,2022-01-22
INV00454,Investor 454,ABCDE0454F,investor454@email.com,9909261913,Maharashtra,City_4,1994-03-31,KYC_VERIFIED,Conservative,2022-04-22
INV00455,Investor 455,ABCDE0455F,investor455@email.com,9224656011,Maharashtra,City_5,1988-08-24,KYC_VERIFIED,Aggressive,2022-04-20
INV00456,Investor 456,ABCDE0456F,investor456@email.com,9559668955,Tamil Nadu,City_6,1960-05-20,KYC_VERIFIED,Aggressive,2021-01-28
INV00457,Investor 457,ABCDE0457F,investor457@email.com,9326053236,West Bengal,City_7,1967-09-22,KYC_PENDING,Moderate,2019-02-22
INV00458,Investor 458,ABCDE0458F,investor458@email.com,9356623919,UP,City_8,1977-10-01,KYC_PENDING,Aggressive,2019-02-22
INV00459,Investor 459,ABCDE0459F,investor459@email.com,9791157205,Gujarat,City_9,1963-11-16,KYC_PENDING,Aggressive,2022-07-15
INV00460,Investor 460,ABCDE0460F,investor460@email.com,9745350882,Maharashtra,City_10,1999-12-06,KYC_VERIFIED,Moderate,2021-03-06
INV00461,Investor 461,ABCDE0461F,investor461@email.com,9464827321,Tamil Nadu,City_11,1994-07-13,KYC_VERIFIED,Moderate,2020-03-09
INV00462,Investor 462,ABCDE0462F,investor462@email.com,9396886550,West Bengal,City_12,1998-01-24,KYC_VERIFIED,Conservative,2021-09-16
INV00463,Investor 463,ABCDE0463F,investor463@email.com,9262621947,Rajasthan,City_13,1998-02-12,KYC_PENDING,Aggressive,2018-09-02
INV00464,Investor 464,ABCDE0464F,investor464@email.com,9647276348,Maharashtra,City_14,1973-12-12,KYC_VERIFIED,Conservative,2020-02-01
INV00465,Investor 465,ABCDE0465F,investor465@email.com,9209767152,Tamil Nadu,City_15,1971-10-20,KYC_VERIFIED,Conservative,2019-03-02
INV00466,Investor 466,ABCDE0466F,investor466@email.com,9493779139,Maharashtra,City_16,1972-11-13,KYC_PENDING,Aggressive,2020-01-13
INV00467,Investor 467,ABCDE0467F,investor467@email.com,9853041435,Delhi,City_17,1977-03-03,KYC_VERIFIED,Conservative,2022-05-05
INV00468,Investor 468,ABCDE0468F,investor468@email.com,9669120852,Gujarat,City_18,1989-01-06,KYC_VERIFIED,Moderate,2018-12-20
INV00469,Investor 469,ABCDE0469F,investor469@email.com,9520452785,Tamil Nadu,City_19,1969-07-22,KYC_VERIFIED,Aggressive,2020-11-16
INV00470,Investor 470,ABCDE0470F,investor470@email.com,9835536566,Rajasthan,City_20,1966-10-17,KYC_PENDING,Conservative,2020-08-08
INV00471,Investor 471,ABCDE0471F,investor471@email.com,9347567050,West Bengal,City_21,1965-07-01,KYC_VERIFIED,Aggressive,2021-09-09
INV00472,Investor 472,ABCDE0472F,investor472@email.com,9510759427,Rajasthan,City_22,1998-01-30,KYC_PENDING,Aggressive,2021-06-06
INV00473,Investor 473,ABCDE0473F,investor473@email.com,9364193687,West Bengal,City_23,1973-04-25,KYC_VERIFIED,Aggressive,2022-05-20
INV00474,Investor 474,ABCDE0474F,investor474@email.com,9840636257,Karnataka,City_24,1976-01-16,KYC_VERIFIED,Aggressive,2019-09-03
INV00475,Investor 475,ABCDE0475F,investor475@email.com,9445006574,Gujarat,City_25,1980-11-22,KYC_VERIFIED,Moderate,2021-06-06
INV00476,Investor 476,ABCDE0476F,investor476@email.com,9584468584,UP,City_26,1977-05-06,KYC_PENDING,Moderate,2021-08-09
INV00477,Investor 477,ABCDE0477F,investor477@email.com,9590168447,Karnataka,City_27,1970-03-12,KYC_PENDING,Moderate,2019-01-11
INV00478,Investor 478,ABCDE0478F,investor478@email.com,9636662632,Delhi,City_28,1991-09-25,KYC_VERIFIED,Conservative,2021-08-27
INV00479,Investor 479,ABCDE0479F,investor479@email.com,9155271128,Rajasthan,City_29,1993-03-26,KYC_VERIFIED,Moderate,2020-06-20
INV00480,Investor 480,ABCDE0480F,investor480@email.com,9781148312,UP,City_30,1966-05-24,KYC_VERIFIED,Conservative,2021-07-15
INV00481,Investor 481,ABCDE0481F,investor481@email.com,9449466703,Rajasthan,City_31,1971-01-12,KYC_PENDING,Moderate,2022-08-30
INV00482,Investor 482,ABCDE0482F,investor482@email.com,9851543849,Karnataka,City_32,1981-10-19,KYC_VERIFIED,Moderate,2020-09-20
INV00483,Investor 483,ABCDE0483F,investor483@email.com,9552439269,West Bengal,City_33,1970-01-14,KYC_VERIFIED,Moderate,2022-02-28
INV00484,Investor 484,ABCDE0484F,investor484@email.com,9360433812,Karnataka,City_34,1969-04-28,KYC_PENDING,Moderate,2022-12-11
INV00485,Investor 485,ABCDE0485F,investor485@email.com,9610632323,Gujarat,City_35,1961-03-31,KYC_PENDING,Conservative,2018-01-14
INV00486,Investor 486,ABCDE0486F,investor486@email.com,9642349407,Delhi,City_36,1979-02-12,KYC_PENDING,Conservative,2020-06-12
INV00487,Investor 487,ABCDE0487F,investor487@email.com,9146840733,Tamil Nadu,City_37,1966-06-29,KYC_PENDING,Conservative,2022-01-20
INV00488,Investor 488,ABCDE0488F,investor488@email.com,9337342016,Maharashtra,City_38,1967-07-10,KYC_PENDING,Conservative,2022-11-29
INV00489,Investor 489,ABCDE0489F,investor489@email.com,9557713393,Karnataka,City_39,1983-09-23,KYC_VERIFIED,Conservative,2020-10-28
INV00490,Investor 490,ABCDE0490F,investor490@email.com,9469085701,Delhi,City_40,1984-06-11,KYC_VERIFIED,Moderate,2022-03-29
INV00491,Investor 491,ABCDE0491F,investor491@email.com,9453595252,Rajasthan,City_41,1998-09-20,KYC_PENDING,Conservative,2019-04-17
INV00492,Investor 492,ABCDE0492F,investor492@email.com,9492992056,Delhi,City_42,1991-03-11,KYC_VERIFIED,Aggressive,2022-11-07
INV00493,Investor 493,ABCDE0493F,investor493@email.com,9854661492,Delhi,City_43,1976-05-27,KYC_VERIFIED,Aggressive,2018-10-06
INV00494,Investor 494,ABCDE0494F,investor494@email.com,9378670853,Karnataka,City_44,1989-10-29,KYC_PENDING,Aggressive,2021-01-08
INV00495,Investor 495,ABCDE0495F,investor495@email.com,9946804590,West Bengal,City_45,1979-05-20,KYC_VERIFIED,Conservative,2019-03-25
INV00496,Investor 496,ABCDE0496F,investor496@email.com,9414780479,Maharashtra,City_46,1979-05-12,KYC_VERIFIED,Conservative,2022-01-23
INV00497,Investor 497,ABCDE0497F,investor497@email.com,9628023258,West Bengal,City_47,1977-03-20,KYC_VERIFIED,Aggressive,2022-03-11
INV00498,Investor 498,ABCDE0498F,investor498@email.com,9903298421,Karnataka,City_48,1986-11-14,KYC_PENDING,Aggressive,2020-07-15
INV00499,Investor 499,ABCDE0499F,investor499@email.com,9987029305,West Bengal,City_49,1974-11-21,KYC_VERIFIED,Aggressive,2019-09-27
INV00500,Investor 500,ABCDE0500F,investor500@email.com,9817084190,Maharashtra,City_0,1991-02-02,KYC_VERIFIED,Moderate,2020-02-25
